,prod_id,path,content_id,sub_path
1073,WANZ-638,X:\JAV\WANZ-638.mp4,wanz00638,
1074,WANZ-663,X:\JAV\WANZ-663.mkv,wanz00663,
1075,WANZ-697,X:\JAV\WANZ-697.mkv,wanz00697,X:\JAV\WANZ-697.srt
1076,WANZ-726,X:\JAV\WANZ-726.mkv,wanz00726,
1077,XRW-244,X:\JAV\XRW-244.mkv,172xrw00244,
1078,XRW-643,X:\JAV\XRW-643.mp4,172xrw00643,
1079,XVSR-054,X:\JAV\XVSR-054.mp4,60xvsr00054,
1080,XVSR-060,X:\JAV\XVSR-060.wmv,60xvsr00060,
1081,XVSR-069,X:\JAV\XVSR-069.wmv,60xvsr00069,
1082,XVSR-074,X:\JAV\XVSR-074.avi,60xvsr00074,
1083,XVSR-154,X:\JAV\XVSR-154.mp4,xvsr00154,
1084,YMDD-031,X:\JAV\YMDD-031.avi,15ymdd00031,
1085,YMDD-054,X:\JAV\YMDD-054.mkv,15ymdd00054,
1086,YMDD-173,X:\JAV\YMDD-173.mp4,ymdd00173,
1087,YMDS-013,X:\JAV\YMDS-013.mp4,ymds00013,
1088,ZBES-001,X:\JAV\ZBES-001.mp4,zbes00001,
1089,ZBES-036,X:\JAV\ZBES-036.mkv,zbes00036,
1090,ZEX254,X:\JAV\ZEX254.mkv,,
1091,ZIZG-010,X:\JAV\ZIZG-010.mp4,,
1092,ZUKO-080,X:\JAV\ZUKO-080.mkv,zuko00080,
1093,ZUKO-119,X:\JAV\ZUKO-119.mkv,zuko00119,
1094,ZUKO-122,X:\JAV\ZUKO-122.mkv,zuko00122,
1095,XOX0002_01,X:\JAV\[UNCENSORED]\xox0002_01.wmv,,
1096,XOX0002_02,X:\JAV\[UNCENSORED]\xox0002_02.wmv,,
1097,XOX0002_03,X:\JAV\[UNCENSORED]\xox0002_03.wmv,,
1098,XOX0002_04,X:\JAV\[UNCENSORED]\xox0002_04.wmv,,
1099,XOX0002_05,X:\JAV\[UNCENSORED]\xox0002_05.wmv,,
1100,XUX0071_01,X:\JAV\[UNCENSORED]\xux0071_01.wmv,,
1101,XUX0071_02,X:\JAV\[UNCENSORED]\xux0071_02.wmv,,
1102,XUX0071_04,X:\JAV\[UNCENSORED]\xux0071_04.wmv,,
